Group,Genus species,brain mass,Ref. brain mass,body mass,Ref. body mass,hibernation,Ref. hibernation,diurnality,Ref. diurnality,substrate use,Ref. substrate use,diet,Ref. diet,mid-latitude of geographical distribution ,Ref. mid-latitude of geographical distribution
Rodentia,Deomys ferrugineus,1.18,Isler and van Schaik 2009,51.80,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,3,The IUCN Red List of Threatened Species,4,Wilman et al 2014,0.54,Jones et al 2009
Rodentia,Desmodillus auricularis,0.95,Isler and van Schaik 2009,52.30,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,3,Animal Diversity Web,2,Wilman et al 2014,-24.93,Jones et al 2009
Rodentia,Dicrostonyx torquatus,0.84,Mace et al 1981,85.00,AnAge Database of Animal Ageing and Longevity,0,Botero et al 2013,0,Wilman et al 2014,2,Animal Diversity Web,1,Wilman et al 2014,65.46,Jones et al 2009
Rodentia,Dinomys branickii,26.95,Isler and van Schaik 2009,12500.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,-3.97,Jones et al 2009
Rodentia,Dipodomys agilis,1.34,Isler and van Schaik 2006,61.40,Isler and van Schaik 2006,0,Botero et al 2013,0,Wilman et al 2014,2,Animal Diversity Web,3,Wilman et al 2014,34.64,Jones et al 2009
Rodentia,Dipodomys deserti,1.68,Isler and van Schaik 2012,114.70,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2,Isler and van Schaik 2012,34.87,Jones et al 2009
Rodentia,Dipodomys heermanni,1.40,Isler and van Schaik 2012,71.30,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2,Isler and van Schaik 2012,36.65,Jones et al 2009
Rodentia,Dipodomys merriami,1.07,Isler and van Schaik 2012,41.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2,Isler and van Schaik 2012,30.82,Jones et al 2009
Rodentia,Dipodomys microps,1.18,Isler and van Schaik 2012,65.70,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2,Isler and van Schaik 2012,38.81,Jones et al 2009
Rodentia,Dipodomys ordii,1.46,Isler and van Schaik 2012,60.20,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2,Isler and van Schaik 2012,34.94,Jones et al 2009
Rodentia,Dipodomys panamintinus,1.54,Hafner and Hafner 1984,74.00,Hafner and Hafner 1984,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,37.00,Jones et al 2009
Rodentia,Dipodomys spectabilis,2.08,Isler and van Schaik 2012,146.60,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2,Isler and van Schaik 2012,29.40,Jones et al 2009
Rodentia,Dremomys rufigenis,5.41,Isler and van Schaik 2009,200.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Wilman et al 2014,3,Suntsov et al 1997,3,Wilman et al 2014,14.51,Jones et al 2009
Rodentia,Erethizon dorsatum,24.92,Heldstab et al 2016,11000.00,Isler and van Schaik 2012,0,Struthers 1928,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,2,Isler and van Schaik 2012,49.77,Jones et al 2009
Rodentia,Felovia vae,2.31,Isler and van Schaik 2009,186.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Jones et al 2009,3,Schlitter et al 1989,1,Wilman et al 2014,15.53,Jones et al 2009
Rodentia,Funambulus pennantii,2.10,Isler and van Schaik 2009,92.90,Isler and van Schaik 2009,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,3,Animal Diversity Web,24.60,Jones et al 2009
Rodentia,Funisciurus anerythrus,4.14,Isler and van Schaik 2009,218.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Jones et al 2009,4,Jones et al 2009,3,Wilman et al 2014,1.28,Jones et al 2009
Rodentia,Funisciurus carruthersi,4.48,Mace et al 1981,268.00,Mace et al 1981,0,Botero et al 2013,1,Wilman et al 2014,4,Animal Diversity Web,2,Wilman et al 2014,-1.40,Jones et al 2009
Rodentia,Funisciurus pyrropus,4.38,Isler and van Schaik 2006,227.00,Isler and van Schaik 2006,0,Botero et al 2013,1,Jones et al 2009,3,Jones et al 2009,2,Wilman et al 2014,2.62,Jones et al 2009
Rodentia,Galea musteloides,2.72,Isler and van Schaik 2012,230.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-26.77,Jones et al 2009
Rodentia,Geomys bursarius,1.56,Isler and van Schaik 2012,192.00,Isler and van Schaik 2012,0,Ruf et al 2015,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,40.52,Jones et al 2009
Rodentia,Geomys pinetis,2.42,Isler and van Schaik 2012,313.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,30.12,Jones et al 2009
Rodentia,Gerbilliscus brantsii,1.56,Heldstab et al 2016,79.85,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Heldstab et al 2016,3,Wilman et al 2014,-24.39,Jones et al 2009
Rodentia,Gerbillurus paeba,0.84,Isler and van Schaik 2009,25.40,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,2,Wilman et al 2014,-27.30,IUCN 2017
Rodentia,Gerbillus gleadowi,0.69,Isler and van Schaik 2009,26.10,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,3,Animal Diversity Web,3,Wilman et al 2014,28.38,Jones et al 2009
Rodentia,Gerbillus nanus,0.60,Mace et al 1981,25.50,Scott 2000,0,Botero et al 2013,0,Wilman et al 2014,3,Animal Diversity Web,3,Wilman et al 2014,21.70,Jones et al 2009
Rodentia,Gerbillus pyramidum,0.88,Isler and van Schaik 2006,37.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Wilman et al 2014,3,Animal Diversity Web,3,Wilman et al 2014,25.00,Jones et al 2009
Rodentia,Glaucomys sabrinus,3.01,Isler and van Schaik 2012,158.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,51.45,Jones et al 2009
Rodentia,Glaucomys volans,1.80,Isler and van Schaik 2012,60.20,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,30.90,Jones et al 2009
Rodentia,Glis glis,1.90,Isler and van Schaik 2012,148.00,Isler and van Schaik 2012,1,Botero et al 2013,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,45.93,Jones et al 2009
Rodentia,Golunda ellioti,0.89,Mace personal communication,80.80,Chandrasekar-Rao 1996,0,Botero et al 2013,0,Wilman et al 2014,3,Animal Diversity Web,1,Wilman et al 2014,19.90,Jones et al 2009
Rodentia,Grammomys dolichurus,0.84,Isler and van Schaik 2009,29.25,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,4,Animal Diversity Web,3,Wilman et al 2014,-11.30,Jones et al 2009
Rodentia,Heliophobius argenteocinereus,1.43,Isler and van Schaik 2012,88.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-9.69,Jones et al 2009
Rodentia,Heliosciurus gambianus,3.42,Graber and Heldstab unpublished data,248.36,Botero et al 2013,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,3,Animal Diversity Web,-0.50,Jones et al 2009
Rodentia,Heliosciurus rufobrachium,5.75,Isler and van Schaik 2006,371.50,Isler and van Schaik 2006,0,Botero et al 2013,1,Jones et al 2009,4,Jones et al 2009,3,Wilman et al 2014,3.98,Jones et al 2009
Rodentia,Heliosciurus ruwenzorii,4.67,Graber and Heldstab unpublished data,291.00,Botero et al 2013,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,-0.70,Jones et al 2009
Rodentia,Heteromys anomalus,1.02,Isler and van Schaik 2009,70.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,9.90,Jones et al 2009
Rodentia,Heteromys desmarestianus,1.13,Hafner and Hafner 1984,77.10,Hafner and Hafner 1984,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Wilman et al 2014,12.80,Jones et al 2009
Rodentia,Holochilus sciureus,1.41,Isler and van Schaik 2009,112.30,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,1,Wilman et al 2014,-5.56,Jones et al 2009
Rodentia,Hoplomys gymnurus,4.13,Mace et al 1981,438.90,Adler et al 1998,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,6.39,Jones et al 2009
Rodentia,Hybomys trivirgatus,1.10,Isler and van Schaik 2009,50.90,Isler and van Schaik 2009,0,Botero et al 2013,1,Wilman et al 2014,3,Jones et al 2009,3,Wilman et al 2014,6.96,Jones et al 2009
Rodentia,Hybomys univittatus,1.07,Isler and van Schaik 2009,54.70,Isler and van Schaik 2009,0,Botero et al 2013,1,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,-2.76,Jones et al 2009
Rodentia,Hydromys chrysogaster,4.33,Isler and van Schaik 2006,310.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Jones et al 2009,2,Animal Diversity Web,4,Animal Diversity Web,-22.13,Jones et al 2009
Rodentia,Hylopetes spadiceus,1.87,Isler and van Schaik 2009,125.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,6.92,Jones et al 2009
Rodentia,Hystrix cristata,32.40,Isler and van Schaik 2012,15000.00,Isler and van Schaik 2012,0,Nowack 1991,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,2,Isler and van Schaik 2012,16.46,Jones et al 2009
Rodentia,Hystrix indica,43.67,Graber and Heldstab unpublished data,14298.60,Botero et al 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,2,Animal Diversity Web,24.70,Jones et al 2009
Rodentia,Iomys horsfieldii,3.38,Isler and van Schaik 2009,155.50,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,3,Wilman et al 2014,-0.85,Jones et al 2009
Rodentia,Isthmomys pirrensis,1.71,Mace and Eisenberg 1982,138.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,3,Wilman et al 2014,7.86,Jones et al 2009
Rodentia,Jaculus jaculus,1.21,Isler and van Schaik 2006,70.00,Isler and van Schaik 2006,1,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,24.04,Jones et al 2009
Rodentia,Lagostomus maximus,16.52,Isler and van Schaik 2012,3070.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-29.96,Jones et al 2009
Rodentia,Lagurus lagurus,0.42,Isler and van Schaik 2012,20.30,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,48.93,Jones et al 2009
Rodentia,Lariscus insignis,4.37,Isler and van Schaik 2009,200.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Jones et al 2009,3,Animal Diversity Web,2,Wilman et al 2014,-0.76,Jones et al 2009
Rodentia,Lemmus lemmus,0.86,Isler and van Schaik 2012,68.90,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,67.92,Jones et al 2009
Rodentia,Lemmus trimucronatus,0.90,Mace et al 1981,70.00,Mace et al 1981,0,Botero et al 2013,1,Wilman et al 2014,3,Animal Diversity Web,1,Wilman et al 2014,62.92,Jones et al 2009
Rodentia,Lemniscomys striatus,0.85,Isler and van Schaik 2009,47.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Wilman et al 2014,3,Animal Diversity Web,3,Wilman et al 2014,0.99,Jones et al 2009
Rodentia,Leopoldamys edwardsi,4.22,Isler and van Schaik 2009,350.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,NA,NA,3,Wilman et al 2014,21.49,Jones et al 2009
Rodentia,Leopoldamys sabanus,3.39,Isler and van Schaik 2009,277.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,3,Wells et al 2006,3,Wilman et al 2014,7.38,Jones et al 2009
Rodentia,Liomys irroratus,1.02,Hafner and Hafner 1984,57.70,Hafner and Hafner 1984,0,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,2,Animal Diversity Web,21.89,Jones et al 2009
Rodentia,Liomys pictus,0.75,Isler and van Schaik 2012,40.20,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2,Isler and van Schaik 2012,23.37,Jones et al 2009
Rodentia,Liomys salvini,0.77,Isler and van Schaik 2012,44.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2,Isler and van Schaik 2012,12.97,Jones et al 2009
Rodentia,Lophuromys flavopunctatus,1.01,Isler and van Schaik 2009,55.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Wilman et al 2014,3,Animal Diversity Web,4,Wilman et al 2014,-5.60,IUCN 2017
Rodentia,Lophuromys sikapusi,1.13,Isler and van Schaik 2009,53.10,Isler and van Schaik 2009,0,Botero et al 2013,1,Wilman et al 2014,3,Animal Diversity Web,4,Wilman et al 2014,-0.30,IUCN 2017
Rodentia,Malacomys edwardsi,1.18,Isler and van Schaik 2009,69.90,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,NA,NA,3,Wilman et al 2014,6.94,Jones et al 2009
Rodentia,Malacomys longipes,1.44,Isler and van Schaik 2009,72.25,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,-1.55,Jones et al 2009
Rodentia,Marmota flaviventris,10.96,Heldstab et al 2016,2800.00,Isler and van Schaik 2012,1,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,42.67,Jones et al 2009
Rodentia,Marmota himalayana,15.33,Graber and Heldstab unpublished data,6600.00,Animal Diversity Web,1,Animal Diversity Web,1,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,34.36,Jones et al 2009
Rodentia,Marmota monax,12.36,Heldstab et al 2016,3485.00,Isler and van Schaik 2012,1,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,48.68,Jones et al 2009
Rodentia,Marmota olympus,14.04,Graber and Heldstab unpublished data,6299.99,Botero et al 2013,1,Botero et al 2013,1,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,47.66,Jones et al 2009
Rodentia,Massoutiera mzabi,2.32,Isler and van Schaik 2009,183.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,25.82,Jones et al 2009
Rodentia,Mastomys natalensis,0.77,Isler and van Schaik 2006,65.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Jones et al 2009,3,Heldstab et al 2016,4,Wilman et al 2014,-9.72,Jones et al 2009
Rodentia,Maxomys rajah,1.92,Isler and van Schaik 2009,150.50,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,3,Animal Diversity Web,3,Wilman et al 2014,0.65,Jones et al 2009
Rodentia,Maxomys surifer,1.98,Isler and van Schaik 2009,173.50,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,3,Animal Diversity Web,3,Wilman et al 2014,6.29,Jones et al 2009
Rodentia,Maxomys whiteheadi,1.03,Isler and van Schaik 2009,51.95,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,3,Animal Diversity Web,3,Wilman et al 2014,1.02,Jones et al 2009
Rodentia,Melomys cervinipes,1.31,Isler and van Schaik 2009,65.10,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,2,Wilman et al 2014,-21.90,Jones et al 2009
Rodentia,Melomys rufescens,1.29,Isler and van Schaik 2009,60.10,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,4,Animal Diversity Web,2,Wilman et al 2014,-5.35,Jones et al 2009
Rodentia,Meriones hurrianae,0.97,Isler and van Schaik 2006,64.85,Isler and van Schaik 2006,0,Botero et al 2013,1,Wilman et al 2014,3,Animal Diversity Web,3,Wilman et al 2014,27.18,Jones et al 2009
Rodentia,Meriones unguiculatus,1.13,Isler and van Schaik 2012,51.40,Isler and van Schaik 2012,0,Zhuang et al 2016,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,45.12,Jones et al 2009
Rodentia,Mesembriomys gouldii,4.59,Isler and van Schaik 2009,579.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,4,Animal Diversity Web,3,Wilman et al 2014,-15.87,Jones et al 2009
Rodentia,Microdipodops megacephalus,0.50,Hafner and Hafner 1984,13.60,Hafner and Hafner 1984,1,Botero et al 2013,0,Wilman et al 2014,2,Animal Diversity Web,2,Animal Diversity Web,40.82,Jones et al 2009
Rodentia,Microdipodops pallidus,0.53,Hafner and Hafner 1984,12.90,Hafner and Hafner 1984,1,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,2,Animal Diversity Web,38.57,Jones et al 2009
Rodentia,Micromys minutus,0.29,Isler and van Schaik 2012,6.40,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,2,Isler and van Schaik 2012,43.32,Jones et al 2009
Rodentia,Microtus agrestis,0.57,Isler and van Schaik 2006,31.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Wilman et al 2014,54.77,Jones et al 2009
Rodentia,Microtus californicus,0.78,Isler and van Schaik 2012,40.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,37.02,Jones et al 2009
Rodentia,Microtus guentheri,0.69,Isler and van Schaik 2012,51.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,36.91,Jones et al 2009
Rodentia,Microtus longicaudus,0.70,Mace et al 1981,46.70,Hall 1946,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,50.17,Jones et al 2009
Rodentia,Microtus mexicanus,0.54,Isler and van Schaik 2009,35.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,1,Wilman et al 2014,23.60,Jones et al 2009
Rodentia,Microtus montanus,0.69,Isler and van Schaik 2012,47.40,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,42.95,Jones et al 2009
Rodentia,Microtus ochrogaster,0.71,Isler and van Schaik 2012,35.50,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,42.53,Jones et al 2009
Rodentia,Microtus oregoni,0.52,Isler and van Schaik 2009,18.70,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Wilman et al 2014,44.26,Jones et al 2009
Rodentia,Microtus pennsylvanicus,0.77,Isler and van Schaik 2012,39.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,51.44,Jones et al 2009
Rodentia,Microtus pinetorum,0.56,Isler and van Schaik 2012,21.30,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,37.42,Jones et al 2009
Rodentia,Microtus townsendii,0.88,Isler and van Schaik 2012,57.90,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,45.56,Jones et al 2009
Rodentia,Mus booduga,0.31,Isler and van Schaik 2009,9.15,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,19.75,Jones et al 2009
Rodentia,Mus minutoides,0.27,Isler and van Schaik 2006,5.50,Isler and van Schaik 2006,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,-24.47,Jones et al 2009
Rodentia,Mus musculoides,0.37,Mace et al 1981,8.72,Mace et al 1981,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,-8.63,Jones et al 2009
Rodentia,Mus musculus,0.42,Isler and van Schaik 2012,15.00,Isler and van Schaik 2012,0,Ruf and Geiser 2014,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,2,Isler and van Schaik 2012,28.80,IUCN 2017
Rodentia,Mus triton,0.43,Isler and van Schaik 2009,11.50,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-7.36,Jones et al 2009
Rodentia,Myocastor coypus,16.92,Graber and Heldstab unpublished data,3493.00,Pilleri 1959 and Weberin and Warncke 1908,0,Botero et al 2013,0,Jones et al 2009,1,Animal Diversity Web,1,Animal Diversity Web,-35.41,Jones et al 2009
Rodentia,Myodes gapperi,0.56,Isler and van Schaik 2009,17.30,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Mc Nab 2008,3,Animal Diversity Web,47.63,Jones et al 2009
Rodentia,Myodes glareolus,0.52,Isler and van Schaik 2012,21.90,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,53.56,Jones et al 2009
Rodentia,Myodes rufocanus,0.61,Isler and van Schaik 2012,37.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,53.95,Jones et al 2009
Rodentia,Myodes rutilus,0.56,Isler and van Schaik 2012,23.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,55.73,Jones et al 2009
Rodentia,Myoprocta acouchy,10.93,Mace et al 1981,1250.00,Animal Diversity Web,0,Botero et al 2013,1,Animal Diversity Web,3,Jones et al 2009,2,Animal Diversity Web,-0.50,Jones et al 2009
Rodentia,Myopus schisticolor,0.56,Isler and van Schaik 2006,27.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Wilman et al 2014,2,Mc Nab 2008,1,Animal Diversity Web,57.75,Jones et al 2009
Rodentia,Mystromys albicaudatus,1.39,Isler and van Schaik 2006,78.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,-29.94,Jones et al 2009
Rodentia,Napaeozapus insignis,0.48,Isler and van Schaik 2006,22.45,Isler and van Schaik 2006,1,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,44.40,Jones et al 2009
Rodentia,Neofiber alleni,2.72,Mace et al 1981,270.50,Birkenholz 1963,0,Botero et al 2013,0,Animal Diversity Web,1,Animal Diversity Web,1,Animal Diversity Web,28.09,Jones et al 2009
Rodentia,Neotoma albigula,2.17,Mace et al 1981,188.00,Bailey 1931,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,1,Wilman et al 2014,29.26,Jones et al 2009
Rodentia,Neotoma cinerea,2.65,Isler and van Schaik 2012,271.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,50.09,Jones et al 2009
Rodentia,Neotoma floridana,3.04,Isler and van Schaik 2012,309.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,35.10,IUCN 2017
Rodentia,Neotoma fuscipes,2.66,Isler and van Schaik 2012,191.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,38.30,IUCN 2017
Rodentia,Neotoma mexicana,1.99,Isler and van Schaik 2009,203.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Animal Diversity Web,1,Animal Diversity Web,27.30,Jones et al 2009
Rodentia,Neotoma micropus,2.66,Isler and van Schaik 2009,228.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,1,Animal Diversity Web,29.86,Jones et al 2009
Rodentia,Nesokia indica,1.98,Isler and van Schaik 2009,178.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,2,Animal Diversity Web,1,Animal Diversity Web,33.44,Jones et al 2009
Rodentia,Niviventer cremoriventer,1.32,Isler and van Schaik 2009,66.30,Isler and van Schaik 2009,0,Botero et al 2013,0,Wilman et al 2014,4,Jones et al 2009,3,Wilman et al 2014,0.96,Jones et al 2009
Rodentia,Notomys alexis,0.96,Isler and van Schaik 2012,35.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,2,Isler and van Schaik 2012,-25.59,Jones et al 2009
Rodentia,Notomys cervinus,1.03,Isler and van Schaik 2009,35.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,1,Wilman et al 2014,-27.92,Jones et al 2009
Rodentia,Notomys mitchellii,0.97,Isler and van Schaik 2009,52.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,1,Wilman et al 2014,-33.26,Jones et al 2009
Rodentia,Nyctomys sumichrasti,1.08,Mace et al 1981,46.70,Genoways and Jones 1972,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,2,Wilman et al 2014,13.49,Jones et al 2009
Rodentia,Ochrotomys nuttalli,0.69,Isler and van Schaik 2012,20.65,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,2,Isler and van Schaik 2012,33.05,Jones et al 2009
Rodentia,Octodon degus,2.08,Isler and van Schaik 2012,210.00,Isler and van Schaik 2012,0,Vanderlip 2001,1,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-31.83,Jones et al 2009
Rodentia,Oenomys hypoxanthus,1.19,Isler and van Schaik 2009,82.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,3,Wilman et al 2014,-2.01,Jones et al 2009
Rodentia,Oligoryzomys longicaudatus,0.67,Isler and van Schaik 2006,27.80,Isler and van Schaik 2006,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,3,Wilman et al 2014,-33.71,Jones et al 2009
